8846
 9.00452e+02 1.23811e-17 1.34254e-07 3.63100e-09
 9.01354e+02 1.67560e-17 1.33985e-07 3.63100e-09
 9.02258e+02 1.78002e-17 1.33717e-07 3.63100e-09
 9.03163e+02 1.82354e-17 1.33449e-07 3.63100e-09
 9.04068e+02 1.86546e-17 1.33182e-07 3.63100e-09
 9.04974e+02 1.91689e-17 1.32915e-07 3.63100e-09
 9.05882e+02 1.96910e-17 1.32649e-07 3.63100e-09
 9.06790e+02 2.01894e-17 1.32383e-07 3.63100e-09
 9.07699e+02 2.07037e-17 1.32118e-07 3.63100e-09
 9.08609e+02 2.12258e-17 1.31854e-07 3.63100e-09
 9.09520e+02 2.17558e-17 1.31590e-07 3.63100e-09
 9.10431e+02 2.23096e-17 1.31327e-07 3.63100e-09
 9.11344e+02 2.29030e-17 1.31064e-07 3.63100e-09
 9.12258e+02 2.37099e-17 1.30801e-07 3.63100e-09
 9.13172e+02 2.59409e-17 1.30539e-07 3.63100e-09
 9.14088e+02 4.71271e-17 1.30278e-07 3.63100e-09
 9.15004e+02 3.63600e-16 1.30017e-07 3.63100e-09
 9.15921e+02 2.35200e-15 1.29757e-07 3.63100e-09
 9.16840e+02 6.84637e-15 1.29497e-07 3.63100e-09
 9.17759e+02 1.15187e-14 1.29238e-07 3.63100e-09
 9.18679e+02 1.53636e-14 1.28979e-07 3.63100e-09
 9.19600e+02 1.93904e-14 1.28721e-07 3.63100e-09
 9.20522e+02 2.22226e-14 1.28463e-07 3.63100e-09
 9.21445e+02 2.62257e-14 1.28206e-07 3.63100e-09
 9.22368e+02 2.90104e-14 1.27949e-07 3.63100e-09
 9.23293e+02 3.12809e-14 1.27693e-07 3.63100e-09
 9.24219e+02 4.59879e-14 1.27437e-07 3.63100e-09
 9.25145e+02 4.66683e-14 1.27182e-07 3.63100e-09
 9.26073e+02 3.61701e-14 1.26928e-07 3.63100e-09
 9.27001e+02 5.05210e-14 1.26674e-07 3.63100e-09
 9.27930e+02 7.50300e-14 1.26420e-07 3.63100e-09
 9.28860e+02 7.77593e-14 1.26167e-07 3.63100e-09
 9.29792e+02 5.64307e-14 1.25914e-07 3.63100e-09
 9.30724e+02 3.99437e-14 1.25662e-07 3.63100e-09
 9.31657e+02 6.02518e-14 1.25411e-07 3.63100e-09
 9.32591e+02 9.39061e-14 1.25160e-07 3.63100e-09
 9.33526e+02 1.15108e-13 1.24909e-07 3.63100e-09
 9.34462e+02 1.21516e-13 1.24659e-07 3.63100e-09
 9.35398e+02 1.13130e-13 1.24410e-07 3.63100e-09
 9.36336e+02 8.68652e-14 1.24161e-07 3.63100e-09
 9.37275e+02 5.35036e-14 1.23912e-07 3.63100e-09
 9.38214e+02 5.32267e-14 1.23664e-07 3.63100e-09
 9.39155e+02 9.20866e-14 1.23416e-07 3.63100e-09
 9.40096e+02 1.28557e-13 1.23169e-07 3.63100e-09
 9.41039e+02 1.49047e-13 1.22923e-07 3.63100e-09
 9.41982e+02 1.61547e-13 1.22677e-07 3.63100e-09
 9.42927e+02 1.68430e-13 1.22431e-07 3.63100e-09
 9.43872e+02 1.70645e-13 1.22186e-07 3.63100e-09
 9.44818e+02 1.61784e-13 1.21941e-07 3.63100e-09
 9.45765e+02 1.55455e-13 1.21697e-07 3.63100e-09
 9.46714e+02 1.58778e-13 1.21453e-07 3.63100e-09
 9.47663e+02 1.43747e-13 1.21210e-07 3.63100e-09
 9.48613e+02 1.00393e-13 1.20968e-07 3.63100e-09
 9.49564e+02 6.28388e-14 1.20725e-07 3.63100e-09
 9.50516e+02 8.78936e-14 1.20484e-07 3.63100e-09
 9.51468e+02 1.47702e-13 1.20243e-07 3.63100e-09
 9.52422e+02 1.87021e-13 1.20002e-07 3.63100e-09
 9.53377e+02 2.08065e-13 1.19762e-07 3.63100e-09
 9.54333e+02 2.31087e-13 1.19522e-07 3.63100e-09
 9.55290e+02 2.54741e-13 1.19282e-07 3.63100e-09
 9.56247e+02 2.75627e-13 1.19044e-07 3.63100e-09
 9.57206e+02 2.91449e-13 1.18805e-07 3.63100e-09
 9.58166e+02 2.96433e-13 1.18567e-07 3.63100e-09
 9.59126e+02 2.98332e-13 1.18330e-07 3.63100e-09
 9.60088e+02 2.97224e-13 1.18093e-07 3.63100e-09
 9.61050e+02 3.03395e-13 1.17857e-07 3.63100e-09
 9.62014e+02 3.10990e-13 1.17621e-07 3.63100e-09
