# 1      2       3       4       5       6       7       8       9      10      11      12      13
#Wav     u       u'      v       v'      g       g'      r       r'      i       i'      z       z'
6650	0.000	0.000	0.000	0.000	0.005	0.004	0.986	0.894	0.000	0.000	0.000	0.000
6700	0.000	0.000	0.000	0.000	0.000	0.002	0.990	0.917	0.000	0.000	0.000	0.000
6750	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.853	0.000	0.000	0.000	0.000
6800	0.000	0.000	0.000	0.000	0.000	0.000	0.858	0.793	0.000	0.002	0.000	0.000
6850	0.000	0.000	0.000	0.000	0.000	0.000	0.782	0.740	0.001	0.002	0.000	0.000
6900	0.000	0.000	0.000	0.000	0.000	0.000	0.849	0.787	0.003	0.003	0.000	0.000
6950	0.000	0.0002	0.000	0.000	0.000	0.000	0.631	0.676	0.015	0.014	0.000	0.000
7000	0.002	0.0006	0.000	0.000	0.000	0.000	0.210	0.249	0.087	0.080	0.000	0.000
7050	0.005	0.0014	0.000	0.000	0.000	0.000	0.093	0.096	0.262	0.242	0.000	0.000
7100	0.010	0.0026	0.000	0.000	0.000	0.000	0.071	0.065	0.480	0.444	0.000	0.000
7150	0.014	0.0038	0.000	0.000	0.000	0.000	0.052	0.056	0.633	0.616	0.000	0.000
7200	0.014	0.0042	0.000	0.000	0.000	0.000	0.017	0.023	0.707	0.731	0.000	0.000
7250	0.011	0.0033	0.000	0.000	0.000	0.000	0.006	0.008	0.777	0.807	0.000	0.000
7300	0.008	0.0022	0.000	0.000	0.000	0.000	0.000	0.004	0.851	0.857	0.000	0.000
7350	0.006	0.0016	0.000	0.000	0.000	0.000	0.000	0.000	0.934	0.890	0.000	0.000
7400	0.002	0.0005	0.000	0.000	0.000	0.000	0.000	0.000	0.980	0.914	0.000	0.000
7450	0.000	0.0002	0.000	0.000	0.000	0.000	0.000	0.000	0.993	0.927	0.000	0.000
7500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.936	0.000	0.000
7550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.936	0.942	0.000	0.000
7600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.709	0.948	0.000	0.000
7650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.716	0.950	0.000	0.000
7700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.917	0.946	0.000	0.000
7750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.959	0.934	0.000	0.000
7800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.945	0.920	0.000	0.000
7850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.934	0.913	0.000	0.000
7900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.927	0.911	0.000	0.000
7950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.916	0.000	0.000
8000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.934	0.000	0.000
8050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.929	0.943	0.000	0.000
8100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.902	0.951	0.000	0.003
8150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.826	0.938	0.008	0.006
8200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.784	0.917	0.019	0.015
8250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.733	0.854	0.046	0.035
8300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.643	0.751	0.102	0.078
8350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.647	0.203	0.153
8400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.627	0.347	0.261
8450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.734	0.772	0.502	0.383
8500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.554	0.871	0.653	0.508
8550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.216	0.782	0.620
8600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.047	0.876	0.710
8650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.014	0.935	0.778
8700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.006	0.979	0.837
8750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.003	0.995	0.876
8800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	1.000	0.909
8850	0.000	0.000	0.000	0.000  	0.000	0.000	0.000	0.000	0.000	0.000	0.982	0.927
8900	0.000	0.000	0.000	0.000  	0.000	0.000	0.000	0.000	0.000	0.000	0.946	0.944
8950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.845	0.952 
9000	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.773	0.959
9050	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.968
9100	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.719	0.965
9150	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.699	0.973
9200	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.708	0.974
9250	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.661	0.972
9300	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.493	0.985
9350	0.000	0.000	0.000	0.000 	0.000	0.000	0.000	0.000	0.000	0.000	0.348	0.980
9400 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.361	0.991
9450 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.350	0.983
9500 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.341	0.979
9550 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.350	0.977
9600 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.976
9650 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.986
9700 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.432	0.981
9750 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.989
9800 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.990
9850 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.378	0.984
9900 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.355	0.981
9950 	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.334	0.980
10000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.312	0.981
10050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.291	0.982
10100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.270	0.981
10150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.987
10200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.225	0.977
10250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.203	0.975
10300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.181	0.976
10350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.159	0.973
10400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.967
10450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.963
10500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.970
10600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.981
10700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989
