# 1      2       3       4       5       6       7       8       9      10      11      12      13
#Wav     u       u'      v       v'      g       g'      r       r'      i       i'      z       z'
3000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3050	0.003	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3100	0.023	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3150	0.086	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3200	0.204	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3250	0.366	0.337	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3300	0.537	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3350	0.695	0.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3400	0.826	0.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3450	0.923	0.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3500	0.985	0.593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3550	0.992	0.565	0.009	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3600	0.937	0.506	0.121	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3650	0.805	0.413	0.370	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3700	0.595	0.291	0.648	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3750	0.332	0.155	0.879	0.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3800	0.113	0.051	1.000	0.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3850	0.015	0.006	0.996	0.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3900	0.000	0.000	0.873	0.483	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3950	0.000	0.000	0.664	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4000	0.000	0.000	0.421	0.220	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
4050	0.000	0.000	0.234	0.119	0.003	0.004	0.000	0.000	0.000	0.000	0.000	0.000
4100	0.000	0.000	0.107	0.053	0.006	0.007	0.000	0.000	0.000	0.000	0.000	0.000
4150	0.000	0.000	0.039	0.019	0.078	0.087	0.000	0.000	0.000	0.000	0.000	0.000
4200	0.000	0.000	0.015	0.007	0.301	0.326	0.000	0.000	0.000	0.000	0.000	0.000
4250	0.000	0.000	0.000	0.000	0.506	0.537	0.000	0.000	0.000	0.000	0.000	0.000
4300	0.000	0.000	0.000	0.000	0.612	0.637	0.000	0.000	0.000	0.000	0.000	0.000
4350	0.000	0.000	0.000	0.000	0.676	0.692	0.000	0.000	0.000	0.000	0.000	0.000
4400	0.000	0.000	0.000	0.000	0.716	0.722	0.000	0.000	0.000	0.000	0.000	0.000
4450	0.000	0.000	0.000	0.000	0.753	0.748	0.000	0.000	0.000	0.000	0.000	0.000
4500	0.000	0.000	0.000	0.000	0.784	0.768	0.000	0.000	0.000	0.000	0.000	0.000
4550	0.000	0.000	0.000	0.000	0.813	0.786	0.000	0.000	0.000	0.000	0.000	0.000
4600	0.000	0.000	0.000	0.000	0.839	0.803	0.000	0.000	0.000	0.000	0.000	0.000
4650	0.000	0.000	0.000	0.000	0.856	0.813	0.000	0.000	0.000	0.000	0.000	0.000
4700	0.000	0.000	0.000	0.000	0.876	0.827	0.000	0.000	0.000	0.000	0.000	0.000
4750	0.000	0.000	0.000	0.000	0.896	0.839	0.000	0.000	0.000	0.000	0.000	0.000
4800	0.000	0.000	0.000	0.000	0.918	0.854	0.000	0.004	0.000	0.000	0.000	0.000
4850	0.000	0.000	0.000	0.000	0.939	0.866	0.002	0.006	0.000	0.000	0.000	0.000
4900	0.000	0.000	0.000	0.000	0.953	0.870	0.008	0.008	0.000	0.000	0.000	0.000
4950	0.000	0.000	0.000	0.000	0.971	0.880	0.012	0.011	0.000	0.000	0.000	0.000
5000	0.000	0.000	0.000	0.000	0.981	0.882	0.021	0.019	0.000	0.000	0.000	0.000
5050	0.000	0.000	0.000	0.000	0.990	0.884	0.034	0.032	0.000	0.000	0.000	0.000
5100	0.000	0.000	0.000	0.000	0.995	0.883	0.051	0.048	0.000	0.000	0.000	0.000
5150	0.000	0.000	0.000	0.000	1.000	0.883	0.070	0.066	0.000	0.000	0.000	0.000
5200	0.000	0.000	0.000	0.000	0.997	0.877	0.097	0.091	0.000	0.000	0.000	0.000
5250	0.000	0.000	0.000	0.000	0.988	0.865	0.141	0.130	0.000	0.000	0.000	0.000
5300	0.000	0.000	0.000	0.000	0.980	0.855	0.218	0.201	0.000	0.000	0.000	0.000
5350	0.000	0.000	0.000	0.000	0.960	0.835	0.354	0.320	0.000	0.000	0.000	0.000
5400	0.000	0.000	0.000	0.000	0.937	0.811	0.572	0.521	0.000	0.000	0.000	0.000
5450	0.000	0.000	0.000	0.000	0.908	0.783	0.772	0.717	0.000	0.000	0.000	0.000
5500	0.000	0.000	0.000	0.000	0.874	0.751	0.951	0.893	0.000	0.000	0.000	0.000
5550	0.000	0.000	0.000	0.000	0.828	0.710	0.932	0.902	0.000	0.000	0.000	0.000
5600	0.000	0.000	0.000	0.000	0.775	0.663	0.953	0.906	0.000	0.000	0.000	0.000
5650	0.000	0.000	0.000	0.000	0.719	0.614	0.962	0.926	0.000	0.000	0.000	0.000
5700	0.000	0.000	0.000	0.000	0.658	0.561	0.926	0.885	0.000	0.000	0.000	0.000
5750	0.000	0.000	0.000	0.000	0.594	0.506	0.943	0.895	0.000	0.000	0.000	0.000
5800	0.000	0.000	0.000	0.000	0.524	0.447	0.947	0.905	0.000	0.000	0.000	0.000
5850	0.000	0.000	0.000	0.000	0.460	0.392	0.937	0.895	0.000	0.000	0.000	0.000
5900	0.000	0.000	0.000	0.000	0.391	0.334	0.946	0.901	0.000	0.000	0.000	0.000
5950	0.000	0.000	0.000	0.000	0.329	0.281	0.947	0.905	0.000	0.000	0.000	0.000
6000	0.000	0.000	0.000	0.000	0.271	0.232	0.927	0.891	0.000	0.000	0.000	0.000
6050	0.000	0.000	0.000	0.000	0.219	0.188	0.919	0.881	0.000	0.000	0.000	0.000
6100	0.000	0.000	0.000	0.000	0.173	0.148	0.898	0.867	0.000	0.000	0.000	0.000
6150	0.000	0.000	0.000	0.000	0.135	0.116	0.895	0.858	0.000	0.000	0.000	0.000
6200	0.000	0.000	0.000	0.000	0.103	0.088	0.926	0.883	0.000	0.000	0.000	0.000
6250	0.000	0.000	0.000	0.000	0.077	0.066	0.945	0.903	0.000	0.000	0.000	0.000
6300	0.000	0.000	0.000	0.000	0.057	0.049	0.966	0.919	0.000	0.000	0.000	0.000
6350	0.000	0.000	0.000	0.000	0.042	0.036	0.974	0.931	0.000	0.000	0.000	0.000
6400	0.000	0.000	0.000	0.000	0.031	0.026	0.947	0.904	0.000	0.000	0.000	0.000
6450	0.000	0.000	0.000	0.000	0.020	0.017	0.970	0.909	0.000	0.000	0.000	0.000
6500	0.000	0.000	0.000	0.000	0.014	0.012	1.000	0.941	0.000	0.000	0.000	0.000
6550	0.000	0.000	0.000	0.000	0.012	0.010	0.928	0.884	0.000	0.000	0.000	0.000
6600	0.000	0.000	0.000	0.000	0.007	0.006	0.907	0.835	0.000	0.000	0.000	0.000
