microns throughput
1.940966984 0.00000000000
1.942575076 0.00000000000
1.9441831680000001 0.00000000000
1.94579126 0.00000000000
1.947399352 0.00000000000
1.949007444 0.00000000000
1.950615536 0.00000000000
1.952223628 0.00000000000
1.95383172 0.00000000000
1.955439812 0.00000000000
1.957047904 0.00000000000
1.958655996 0.00000000000
1.960264088 0.00000000000
1.961872179 0.00000000000
1.9634802709999999 0.00000000000
1.965088363 0.00000000000
1.9666964550000001 0.00000000000
1.968304547 0.00000000000
1.969912639 0.00000000000
1.971520731 0.00000000000
1.973128823 0.00000000000
1.974736915 0.00000000000
1.976345007 0.00000000000
1.977953099 0.00000000000
1.979561191 0.00000000000
1.981169283 0.00000000000
1.982777375 0.00000000000
1.984385467 0.00000000000
1.985993559 0.00000000000
1.9876016509999999 0.00000000000
1.989209743 0.00000000000
1.990817835 0.00000000000
1.992425927 0.00000000000
1.9940340189999999 0.00000000000
1.99564211 0.00000000000
1.997250202 0.00000000000
1.998858294 0.00000000000
2.0004663860000003 5.059764324622439e-12
2.002074478 5.1466616322073886e-12
2.00368257 4.9402445827284666e-12
2.005290662 4.449740084635292e-12
2.006898754 4.060246014585599e-12
2.008506846 3.6924792101908954e-12
2.010114938 3.2510002936053352e-12
2.01172303 2.84653486353727e-12
2.013331122 2.599033602925944e-12
2.014939214 2.5197771180506395e-12
2.016547306 2.5340928154872155e-12
2.018155398 2.5940830992455147e-12
2.01976349 2.5470839723764072e-12
2.021371582 2.5493756075826682e-12
2.022979674 2.646953848241256e-12
2.0245877660000002 2.636266817882384e-12
2.026195858 2.5233083427809407e-12
2.027803949 2.3809575257973785e-12
2.029412041 2.3623607538806517e-12
2.031020133 2.352692251344762e-12
2.032628225 2.3033925287932005e-12
2.034236317 2.2632737282591922e-12
2.035844409 2.3369370460380042e-12
2.037452501 2.423239212940406e-12
2.039060593 2.5044904368794362e-12
2.040668685 2.5827119878865898e-12
2.042276777 2.5501480576839873e-12
2.0438848689999998 2.5299708618911475e-12
2.045492961 2.5782790014948988e-12
2.047101053 2.577266061127942e-12
2.0487091449999997 2.4751978531622313e-12
2.0503172370000002 2.4320674766973725e-12
2.0519253290000004 2.521318919986424e-12
2.053533421 2.6321349663853207e-12
2.055141513 2.5989117475196396e-12
2.056749605 2.6293351458118955e-12
2.058357697 2.859791396720113e-12
2.059965788 3.2188076333349133e-12
2.06157388 3.541892459489039e-12
2.0631819719999998 3.863940359842306e-12
2.064790064 4.204495905515273e-12
2.066398156 4.681664281885701e-12
2.068006248 5.350827456433461e-12
2.06961434 5.987000769338322e-12
2.071222432 6.315125308288237e-12
2.072830524 6.649022211017327e-12
2.074438616 7.30535690258427e-12
2.076046708 8.00100344531633e-12
2.0776548 8.000619587616827e-12
2.079262892 7.742638217651288e-12
2.080870984 7.574903919972129e-12
2.0824790760000003 7.76909008001549e-12
2.084087168 7.531128074239876e-12
2.08569526 7.026062940590913e-12
2.0873033519999997 6.282023576053019e-12
