microns throughput
0.5505499877929687 2.1167007319597485e-09
0.5515499877929687 1.8958740486070854e-09
0.5525499877929687 3.874053133477406e-09
0.5535499877929687 4.624480124149576e-09
0.5545499877929687 2.120402730483787e-09
0.5555499877929687 4.878712284551034e-09
0.5565499877929687 5.109672719332907e-09
0.5575499877929687 7.264467977919808e-09
0.5585499877929687 4.2885390621382574e-09
0.5595499877929687 3.0574832775156302e-09
0.5605499877929687 1.3784414287419873e-09
0.5615499877929687 7.869687263180492e-09
0.5625499877929687 9.068107722492528e-09
0.5635499877929687 7.1608506986179904e-09
0.5645499877929687 7.329432812334389e-09
0.5655499877929687 3.647212242273207e-09
0.5665499877929687 5.304501504829375e-09
0.5675499877929687 6.009941357383487e-09
0.5685499877929687 6.653289872167983e-09
0.5695499877929687 5.909426654564917e-09
0.5705499877929687 2.4993479289254508e-09
0.5715499877929687 5.062782687053515e-09
0.5725499877929687 6.905384117865144e-09
0.5735499877929687 1.2988881662079741e-08
0.5745499877929687 8.007910047706539e-09
0.5755499877929687 5.2347585891187155e-09
0.5765499877929687 7.619563222929564e-09
0.5775499877929687 2.5917049711307415e-09
0.5785499877929687 5.598209169361152e-09
0.5795499877929687 6.662210001748232e-09
0.5805499877929687 1.658507678388806e-08
0.5815499877929687 6.985089508016889e-09
0.5825499877929687 2.0495549851807184e-08
0.5835499877929687 1.729528409155873e-08
0.5845499877929687 1.475400622051069e-08
0.5855499877929687 1.0891920606934742e-08
0.5865499877929687 2.8535413938571308e-08
0.5875499877929687 2.2989671077245087e-08
0.5885499877929687 1.8811369996583153e-08
0.5895499877929687 5.250177576245489e-09
0.5905499877929687 5.727415055154022e-09
0.5915499877929687 2.846960354130746e-08
0.5925499877929687 2.105337682045222e-08
0.5935499877929687 1.627134907882995e-08
0.5945499877929687 2.1162892269331027e-08
0.5955499877929687 4.097543028792171e-08
0.5965499877929688 2.3693819984574944e-08
0.5975499877929688 5.792715182071112e-09
0.5985499877929688 1.670950997587495e-08
0.5995499877929688 2.3135082260669014e-08
0.6005499877929688 4.431448679954131e-08
0.6015499877929688 2.855757813736583e-08
